id,createdTime,fields.Temp Max,fields.Viento,fields.Lluvia,fields.Tiempo,fields.Temp Min,fields.Ubicacion,fields.Fecha
rectjhE3AdMpcA9kq,2024-01-10T18:09:18.000Z,19,20,0.1,Parcialmente nublado,9,Madrid,23 de abril 2021
rectk2soaFloCruv6,2024-01-10T18:12:01.000Z,16,7,0.0,Parcialmente nublado,8,Madrid,25 de diciembre 2019
rectlWXIR3a0E4Pnc,2024-01-10T18:12:30.000Z,17,23,0.0,Despejado,7,A Coruña,7 de febrero 2022
rectlaLJcLQz9gyqr,2024-01-10T18:12:47.000Z,12,27,0.0,Parcialmente nublado,8,A Coruña,6 de marzo 2021
rectny9nC73GPx4jW,2024-01-10T18:07:35.000Z,15,20,0.4,Ligeras precipitaciones,12,Málaga,18 de noviembre 2019
rectoGhNNLvfrpJ1M,2024-01-10T18:14:18.000Z,21,29,0.0,Parcialmente nublado,17,A Coruña,19 de julio 2020
rectoSxPU17tL3fNg,2024-01-10T18:14:04.000Z,18,15,0.3,Lluvia moderada a intervalos,13,A Coruña,29 de junio 2022
rectoTlpV7pw8Me7l,2024-01-10T18:07:18.000Z,22,15,4.1,Intervalos de lluvias ligeras con tomenta en la región,17,Málaga,23 de octubre 2023
rectpSEwHmc88zu4w,2024-01-10T18:10:25.000Z,30,15,0.0,Parcialmente nublado,18,Madrid,2 de agosto 2021
rectqhIA6J0jc4UUq,2024-01-10T18:13:21.000Z,12,23,5.9,Ligeras precipitaciones,9,A Coruña,26 de abril 2019
rectrpgWugrZK1A6A,2024-01-10T18:06:12.000Z,26,11,0.0,Despejado,23,Málaga,15 de julio 2021
rectrqiwkj5WEFRhE,2024-01-10T18:04:32.000Z,20,20,0.0,Despejado,14,Málaga,17 de febrero 2020
rectsSa5PUzDCloNx,2024-01-10T18:07:50.000Z,17,9,0.0,Despejado,13,Málaga,10 de diciembre 2019
rectsv24IAi8CiMOM,2024-01-10T18:05:04.000Z,19,12,0.0,Despejado,14,Málaga,3 de abril 2019
rectswNvkzrnPKXv6,2024-01-10T18:04:36.000Z,19,26,0.0,Parcialmente nublado,11,Málaga,23 de febrero 2023
rectsxJIRQBR0UcTR,2024-01-10T18:11:25.000Z,20,6,0.0,Parcialmente nublado,14,Madrid,1 de noviembre 2020
rectuiud4XtdRR5vT,2024-01-10T18:14:51.000Z,21,9,0.0,Nublado,16,A Coruña,10 de septiembre 2021
rectvPbNB4loyDA2V,2024-01-10T18:04:43.000Z,19,20,0.0,Cielo cubierto,12,Málaga,5 de marzo 2020
rectvYG633YXoIPbZ,2024-01-10T18:13:10.000Z,15,15,1.0,Llovizna,10,A Coruña,10 de abril 2023
rectxtqxTG3jvPcGE,2024-01-10T18:08:48.000Z,18,39,15.7,Ligeras precipitaciones,10,Madrid,9 de marzo 2023
rectyQxtrRxfmvaDs,2024-01-10T18:11:20.000Z,18,13,0.0,Parcialmente nublado,12,Madrid,24 de octubre 2020
rectz3MRJmRpFJZxv,2024-01-10T18:15:44.000Z,14,12,10.1,Lluvia moderada,12,A Coruña,28 de noviembre 2023
rectzxh4xJIFal8yW,2024-01-10T18:13:30.000Z,20,10,0.0,Despejado,12,A Coruña,9 de mayo 2022
recu0JxEPvdwYTEE9,2024-01-10T18:13:25.000Z,21,18,3.9,Llovizna,14,A Coruña,3 de mayo 2023
recu0fkQ79sExmNT5,2024-01-10T18:07:06.000Z,24,9,0.0,Despejado,20,Málaga,6 de octubre 2022
recu0myL1yqeVXgWu,2024-01-10T18:09:32.000Z,18,27,0.3,Lluvia moderada a intervalos,10,Madrid,13 de mayo 2021
recu1XpfKdAbCjjJU,2024-01-10T18:06:40.000Z,31,27,0.0,Despejado,22,Málaga,27 de agosto 2023
recu1XxH42WQWfeMr,2024-01-10T18:05:42.000Z,21,17,0.0,Despejado,17,Málaga,30 de mayo 2019
recu1eNNlLejy7XHB,2024-01-10T18:06:27.000Z,29,9,0.0,Parcialmente nublado,23,Málaga,7 de agosto 2020
recu2A4e5bFaXiSCl,2024-01-10T18:15:37.000Z,13,24,2.6,Llovizna,10,A Coruña,19 de noviembre 2020
recu2CW1fBlMaeScH,2024-01-10T18:06:32.000Z,33,7,0.0,Parcialmente nublado,25,Málaga,15 de agosto 2021
recu3851nIZRyNI3Y,2024-01-10T18:13:29.000Z,16,13,0.1,Nublado,11,A Coruña,6 de mayo 2019
recu3ZloBcmcKo02u,2024-01-10T18:13:41.000Z,23,31,0.1,Cielos tormentosos en las aproximaciones,13,A Coruña,26 de mayo 2023
recu3bGD77kBpsMrg,2024-01-10T18:07:43.000Z,17,23,4.2,Ligeras precipitaciones,12,Málaga,1 de diciembre 2023
recu3vRuBD9wmbYZB,2024-01-10T18:14:45.000Z,22,11,0.0,Parcialmente nublado,15,A Coruña,29 de agosto 2021
recu437pkmLhjLKrY,2024-01-10T18:06:40.000Z,26,18,2.3,Intervalos de lluvias ligeras con tomenta en la región,21,Málaga,26 de agosto 2019
recu4GLDuLJZ8sX0K,2024-01-10T18:07:19.000Z,24,24,0.1,Parcialmente nublado,18,Málaga,26 de octubre 2023
recu4HckvnThBOUDu,2024-01-10T18:12:05.000Z,11,29,17.2,Lluvia moderada,9,A Coruña,1 de enero 2023
recu4WgayhYjEMkak,2024-01-10T18:15:41.000Z,14,20,0.0,Despejado,8,A Coruña,24 de noviembre 2023
recu4dUUYKUe20Ziu,2024-01-10T18:13:30.000Z,14,29,19.3,Ligeras precipitaciones,10,A Coruña,9 de mayo 2021
recu6rcN4QHQoeIYy,2024-01-10T18:12:07.000Z,15,17,0.0,Cielo cubierto,10,A Coruña,4 de enero 2023
recu6xBqYoSKGXajB,2024-01-10T18:06:11.000Z,27,10,0.0,Parcialmente nublado,24,Málaga,14 de julio 2020
recu73Vo9cK3eX7QK,2024-01-10T18:08:12.000Z,12,5,0.0,Parcialmente nublado,4,Madrid,13 de enero 2023
recu7SA08Ex0V5sUp,2024-01-10T18:11:17.000Z,17,25,0.7,Lluvia moderada a intervalos,13,Madrid,21 de octubre 2022
recu7nXW5X7yKFedk,2024-01-10T18:05:59.000Z,33,10,0.0,Despejado,23,Málaga,26 de junio 2023
recu8LXmjore51Dxy,2024-01-10T18:04:32.000Z,17,35,0.0,Nublado,12,Málaga,17 de febrero 2023
recu8ehwDpiLMOn3x,2024-01-10T18:08:57.000Z,16,13,0.0,Parcialmente nublado,4,Madrid,22 de marzo 2021
recu9HRIEka2qzqlV,2024-01-10T18:06:37.000Z,26,16,0.6,Lluvia moderada a intervalos,23,Málaga,22 de agosto 2019
recuA2wr1GPYAEH2t,2024-01-10T18:05:52.000Z,28,18,0.0,Parcialmente nublado,19,Málaga,15 de junio 2020
recuAdsRoY263Tldh,2024-01-10T18:15:18.000Z,19,24,7.7,Periodos de lluvia moderada,10,A Coruña,19 de octubre 2020
recuFSlDd50nEp6r2,2024-01-10T18:14:59.000Z,18,20,8.8,Periodos de lluvia moderada,16,A Coruña,21 de septiembre 2019
recuGMDeepMt0FxfS,2024-01-10T18:05:51.000Z,21,18,0.3,Nublado,18,Málaga,12 de junio 2019
recuIJk97Qie02rXN,2024-01-10T18:15:02.000Z,20,23,0.0,Nublado,15,A Coruña,26 de septiembre 2021
recuIO9ME59HJWqaC,2024-01-10T18:06:23.000Z,29,16,0.0,Parcialmente nublado,22,Málaga,1 de agosto 2021
recuK09Hpe6tAinSK,2024-01-10T18:04:40.000Z,18,11,0.0,Cielo cubierto,12,Málaga,1 de marzo 2019
recuM3qP9RQNh1ubZ,2024-01-10T18:08:06.000Z,5,15,0.0,Parcialmente nublado,0,Madrid,3 de enero 2021
recuMxlIrur2iiCMk,2024-01-10T18:13:53.000Z,23,34,0.0,Parcialmente nublado,15,A Coruña,12 de junio 2021
recuMyHWEBJRVRnM5,2024-01-10T18:15:12.000Z,25,22,0.0,Parcialmente nublado,12,A Coruña,12 de octubre 2021
recuNQ2eobL0E0ted,2024-01-10T18:13:54.000Z,15,12,0.5,Lluvia moderada a intervalos,10,A Coruña,14 de junio 2019
recuO084dRQak8BEw,2024-01-10T18:08:37.000Z,15,5,0.0,Despejado,5,Madrid,20 de febrero 2019
recuO2ossGAOJ2MZT,2024-01-10T18:05:45.000Z,23,10,1.3,Cielos tormentosos en las aproximaciones,17,Málaga,5 de junio 2021
recuO7Byb8hQJk2sM,2024-01-10T18:11:33.000Z,17,10,0.0,Parcialmente nublado,11,Madrid,13 de noviembre 2023
recuOp3nIekRw3kGO,2024-01-10T18:06:13.000Z,34,11,0.0,Despejado,23,Málaga,18 de julio 2023
recuP21G3v2mJh1Uu,2024-01-10T18:07:27.000Z,25,8,0.0,Despejado,16,Málaga,6 de noviembre 2022
recuPp7WJiAcAU8mI,2024-01-10T18:04:28.000Z,20,10,0.0,Parcialmente nublado,13,Málaga,11 de febrero 2020
recuQvqT7PgHy2Crw,2024-01-10T18:13:55.000Z,16,17,0.8,Lluvia moderada a intervalos,11,A Coruña,15 de junio 2019
recuQvsnnhhDqicNS,2024-01-10T18:14:46.000Z,19,12,0.3,Lluvia moderada a intervalos,15,A Coruña,2 de septiembre 2022
recuQwGt8ubBUrt36,2024-01-10T18:13:41.000Z,17,14,0.3,Lluvia moderada a intervalos,11,A Coruña,25 de mayo 2022
recuRAipp8czA37dn,2024-01-10T18:15:15.000Z,16,31,6.2,Ligeras precipitaciones,13,A Coruña,15 de octubre 2019
recuRZ3paW6ZaCOAO,2024-01-10T18:07:18.000Z,18,20,2.3,Lluvia moderada a intervalos,15,Málaga,22 de octubre 2019
recuSV4s2gu3S9lab,2024-01-10T18:10:45.000Z,31,24,0.0,Despejado,20,Madrid,2 de septiembre 2022
recuSg1OlrNxYfgJL,2024-01-10T18:06:16.000Z,29,9,0.2,Parcialmente nublado,23,Málaga,22 de julio 2020
recuUwVvvsS00dbNY,2024-01-10T18:14:17.000Z,25,26,0.0,Parcialmente nublado,17,A Coruña,18 de julio 2022
recuVRinBAKPf1OZE,2024-01-10T18:06:07.000Z,33,12,0.0,Despejado,23,Málaga,8 de julio 2023
recuWMVQ0lm9W34LR,2024-01-10T18:05:05.000Z,21,10,0.0,Parcialmente nublado,14,Málaga,6 de abril 2021
recuXIygpmXwImaia,2024-01-10T18:14:35.000Z,22,13,0.0,Parcialmente nublado,16,A Coruña,17 de agosto 2023
recuXtoj6xLxpa9fQ,2024-01-10T18:04:20.000Z,16,16,0.1,Parcialmente nublado,11,Málaga,30 de enero 2019
recuYA2TnR9ZA7sIA,2024-01-10T18:04:35.000Z,17,8,0.0,Despejado,11,Málaga,21 de febrero 2022
recuYkBDigPByDJqa,2024-01-10T18:15:27.000Z,15,35,2.0,Ligeras precipitaciones,12,A Coruña,3 de noviembre 2022
recuYtvXA0D2av4qX,2024-01-10T18:07:47.000Z,19,17,7.0,Ligeras precipitaciones,14,Málaga,6 de diciembre 2022
recuYwXQEgYF8T72P,2024-01-10T18:06:03.000Z,28,8,0.3,Despejado,20,Málaga,30 de junio 2019
recuYzAlzmMKJjUBo,2024-01-10T18:15:29.000Z,15,21,0.0,Despejado,8,A Coruña,6 de noviembre 2021
recuZTb5CflIcTiiF,2024-01-10T18:14:22.000Z,20,18,0.0,Parcialmente nublado,14,A Coruña,27 de julio 2022
recuaCRC937xwXpbA,2024-01-10T18:07:40.000Z,20,10,0.0,Parcialmente nublado,15,Málaga,26 de noviembre 2022
recucooJIpHx8NarF,2024-01-10T18:13:58.000Z,16,16,3.7,Ligeras precipitaciones,14,A Coruña,19 de junio 2019
recudvpVEYmPIesb8,2024-01-10T18:06:56.000Z,27,18,0.0,Despejado,20,Málaga,21 de septiembre 2023
recufA8JzBaLuCTAV,2024-01-10T18:11:04.000Z,30,14,0.0,Despejado,21,Madrid,29 de septiembre 2019
recufDnB4YNRMSBIp,2024-01-10T18:11:08.000Z,28,23,0.0,Parcialmente nublado,18,Madrid,6 de octubre 2022
recufNT2pYUuYKy14,2024-01-10T18:04:46.000Z,17,17,1.2,Periodos de lluvia moderada,12,Málaga,8 de marzo 2021
recufvfp3BtEfiF6E,2024-01-10T18:07:50.000Z,20,20,0.3,Lluvia moderada a intervalos,13,Málaga,10 de diciembre 2022
recugPHQawsREZpXm,2024-01-10T18:07:26.000Z,20,25,0.2,Parcialmente nublado,17,Málaga,3 de noviembre 2019
recuhFDXumDeOllnP,2024-01-10T18:07:32.000Z,22,12,0.0,Despejado,18,Málaga,15 de noviembre 2023
recuhVz3beBstpVWE,2024-01-10T18:15:45.000Z,10,25,6.8,Lluvia moderada,9,A Coruña,30 de noviembre 2022
recuhW1Xfon3wgIIb,2024-01-10T18:10:56.000Z,31,19,0.5,Parcialmente nublado,19,Madrid,18 de septiembre 2022
recuhea2A7b3mCmMc,2024-01-10T18:08:52.000Z,15,18,0.0,Parcialmente nublado,7,Madrid,14 de marzo 2021
recuhlsrbayWEfjVH,2024-01-10T18:11:28.000Z,19,5,0.0,Despejado,10,Madrid,6 de noviembre 2022
recukYxWe86wOXNVC,2024-01-10T18:05:38.000Z,24,16,0.0,Despejado,17,Málaga,25 de mayo 2022
reculXvcQ21vNzCcv,2024-01-10T18:11:34.000Z,9,35,7.8,Periodos de lluvia moderada,6,Madrid,14 de noviembre 2019
reculpSeucvbSYtNL,2024-01-10T18:05:40.000Z,28,15,0.0,Despejado,17,Málaga,29 de mayo 2023
recum6vU4cPzG14bX,2024-01-10T18:14:53.000Z,21,10,1.8,Ligeras precipitaciones,17,A Coruña,12 de septiembre 2022
recumePxdCMr89jTT,2024-01-10T18:05:44.000Z,23,10,0.0,Despejado,18,Málaga,2 de junio 2019
recunvZuW9eNfynpc,2024-01-10T18:12:57.000Z,12,27,0.0,Parcialmente nublado,6,A Coruña,21 de marzo 2021
recuo1gYcJtTo53FQ,2024-01-10T18:13:21.000Z,19,9,0.0,Cielo cubierto,14,A Coruña,27 de abril 2023
recupwqpfy10x0VSd,2024-01-10T18:15:05.000Z,17,12,0.8,Ligeras precipitaciones,14,A Coruña,30 de septiembre 2022
recuqizUbyA29SKfN,2024-01-10T18:05:54.000Z,29,18,0.0,Parcialmente nublado,20,Málaga,16 de junio 2020
recursg1RTE80aeJS,2024-01-10T18:12:27.000Z,14,8,0.0,Despejado,6,A Coruña,3 de febrero 2023
recuvY5bMul2Ur3s7,2024-01-10T18:09:20.000Z,10,40,23.2,Fuertes lluvias,4,Madrid,24 de abril 2019
recuviT4vWDbZkhBR,2024-01-10T18:07:36.000Z,21,16,0.0,Despejado,12,Málaga,20 de noviembre 2022
recuvrlULD8Fnz3MZ,2024-01-10T18:10:08.000Z,36,15,0.0,Parcialmente nublado,21,Madrid,9 de julio 2021
recuvx31pYNWDboYQ,2024-01-10T18:14:26.000Z,19,18,0.1,Parcialmente nublado,14,A Coruña,2 de agosto 2021
recuw1F6xGAGjJexX,2024-01-10T18:07:47.000Z,14,13,5.3,Ligeras precipitaciones,12,Málaga,6 de diciembre 2023
recuwQ7qQkDwywWIt,2024-01-10T18:04:59.000Z,19,10,0.0,Parcialmente nublado,13,Málaga,29 de marzo 2021
recuweMjdtn0jQZ7N,2024-01-10T18:04:57.000Z,16,22,1.1,Llovizna a intervalos,10,Málaga,24 de marzo 2019
recuwtahpKaU16MPm,2024-01-10T18:09:55.000Z,26,21,0.1,Cielo cubierto,18,Madrid,18 de junio 2021
recuyh7IHaDVC5fyo,2024-01-10T18:14:35.000Z,22,24,0.1,Nublado,14,A Coruña,15 de agosto 2022
recuylXtqffuFi3mJ,2024-01-10T18:11:59.000Z,12,7,0.0,Despejado,4,Madrid,23 de diciembre 2023
recuynqBwsbNFGhPV,2024-01-10T18:08:23.000Z,6,17,0.0,Parcialmente nublado,0,Madrid,29 de enero 2023
recuzB4FDKRNcgchP,2024-01-10T18:12:19.000Z,12,9,0.0,Despejado,5,A Coruña,23 de enero 2022
recuzJsnnBRxZ8KCQ,2024-01-10T18:09:51.000Z,24,22,1.8,Intervalos de lluvias ligeras con tomenta en la región,16,Madrid,13 de junio 2023
recuzOBrTcoyAyTqS,2024-01-10T18:10:21.000Z,25,22,0.1,Parcialmente nublado,19,Madrid,27 de julio 2019
recuzs2FrfpuPBDxJ,2024-01-10T18:09:42.000Z,31,7,0.0,Parcialmente nublado,20,Madrid,29 de mayo 2021
recv0nYZHNk9SWUIO,2024-01-10T18:16:07.000Z,14,10,0.3,Nublado,10,A Coruña,31 de diciembre 2019
recv2jnLaOZl75wtL,2024-01-10T18:09:50.000Z,27,22,0.1,Cielos tormentosos en las aproximaciones,16,Madrid,10 de junio 2023
recv2xXyIKz3BsjT3,2024-01-10T18:08:03.000Z,21,6,0.0,Despejado,13,Málaga,30 de diciembre 2021
recv3TtrOSQ1b5szl,2024-01-10T18:08:35.000Z,16,10,0.0,Cielo cubierto,7,Madrid,17 de febrero 2022
recv3wih6IGteovxM,2024-01-10T18:06:48.000Z,33,13,0.0,Despejado,23,Málaga,8 de septiembre 2022
recv65WPukef6s71s,2024-01-10T18:15:14.000Z,18,25,0.3,Lluvia moderada a intervalos,14,A Coruña,14 de octubre 2023
recv6UqSuwUg5c0Ji,2024-01-10T18:05:12.000Z,17,10,7.2,Llovizna,13,Málaga,16 de abril 2021
recv70yBHGtp6j2MR,2024-01-10T18:04:02.000Z,14,9,0.4,Nublado,11,Málaga,4 de enero 2019
recv8nhA5cvhrnrGi,2024-01-10T18:14:28.000Z,23,33,0.0,Parcialmente nublado,18,A Coruña,4 de agosto 2022
recv8sTsXrdbMHWZg,2024-01-10T18:14:47.000Z,23,15,13.0,Ligeras precipitaciones,17,A Coruña,4 de septiembre 2023
recv9dNmXV83Cm97l,2024-01-10T18:12:47.000Z,12,32,41.4,Ligeras precipitaciones,10,A Coruña,5 de marzo 2020
recv9ebjdYWV0v0Vh,2024-01-10T18:09:05.000Z,11,27,0.2,Chubascos de nieve,0,Madrid,4 de abril 2022
recvC402rHJFkXKnW,2024-01-10T18:10:38.000Z,38,23,0.0,Despejado,26,Madrid,22 de agosto 2023
recvCCeuJ7TB3Y0QP,2024-01-10T18:14:02.000Z,20,10,0.6,Lluvia moderada a intervalos,15,A Coruña,25 de junio 2019
recvFxdkjjLX775J0,2024-01-10T18:13:55.000Z,23,16,0.6,Lluvia moderada a intervalos,16,A Coruña,16 de junio 2022
recvIq7Ynfqv4P8nz,2024-01-10T18:13:12.000Z,14,22,1.1,Ligeras precipitaciones,11,A Coruña,12 de abril 2022
recvJNtTkZUCppStz,2024-01-10T18:08:49.000Z,23,11,0.0,Despejado,10,Madrid,10 de marzo 2019
recvJWPdz2tlik6Zi,2024-01-10T18:12:06.000Z,12,18,0.0,Parcialmente nublado,8,A Coruña,2 de enero 2020
recvMGel2DvPXhwdw,2024-01-10T18:10:52.000Z,25,29,1.4,Llovizna a intervalos,20,Madrid,12 de septiembre 2022
recvMP4oZ9EFtFeLo,2024-01-10T18:14:13.000Z,17,12,2.2,Ligeras precipitaciones,13,A Coruña,13 de julio 2021
recvMjtlXyJikNQjn,2024-01-10T18:08:22.000Z,9,29,0.0,Parcialmente nublado,1,Madrid,27 de enero 2023
recvNjyHLVJIxodQK,2024-01-10T18:11:30.000Z,18,13,0.0,Parcialmente nublado,9,Madrid,10 de noviembre 2022
recvOEe8AXsXtxeia,2024-01-10T18:08:40.000Z,20,12,0.0,Parcialmente nublado,10,Madrid,24 de febrero 2020
recvShq7Su05NQ2eG,2024-01-10T18:15:16.000Z,20,44,17.3,Ligeras lluvias,18,A Coruña,17 de octubre 2023
recvSjiozu0J3tE2q,2024-01-10T18:13:38.000Z,14,15,2.1,Llovizna,12,A Coruña,21 de mayo 2021
recvTErYSd337BLMT,2024-01-10T18:08:10.000Z,11,11,0.0,Parcialmente nublado,7,Madrid,9 de enero 2020
recvTnK981jFSUsBU,2024-01-10T18:07:36.000Z,21,21,0.0,Despejado,15,Málaga,21 de noviembre 2023
recvU2RP9SpFzn3rJ,2024-01-10T18:14:37.000Z,18,21,2.9,Ligeras precipitaciones,16,A Coruña,17 de agosto 2022
recvUnZLFBFPfsccz,2024-01-10T18:08:22.000Z,14,10,0.0,Parcialmente nublado,7,Madrid,26 de enero 2019
recvVn9tupTiharVh,2024-01-10T18:04:46.000Z,20,9,0.0,Despejado,12,Málaga,8 de marzo 2020
recvWaGqikceYhnaR,2024-01-10T18:07:11.000Z,24,9,0.2,Despejado,21,Málaga,12 de octubre 2019
recvZlGfAJK6mVMwq,2024-01-10T18:09:24.000Z,24,16,1.7,Cielos tormentosos en las aproximaciones,14,Madrid,1 de mayo 2019
recvaoISsdkv8q53N,2024-01-10T18:04:41.000Z,15,15,0.4,Lluvia moderada a intervalos,13,Málaga,3 de marzo 2021
recvb4fWDXIwUZGh1,2024-01-10T18:11:38.000Z,18,15,0.0,Parcialmente nublado,11,Madrid,20 de noviembre 2020
recvcGIyBcnG19jZf,2024-01-10T18:06:20.000Z,31,8,0.0,Parcialmente nublado,25,Málaga,27 de julio 2020
recvcvy9wYfr1wFZC,2024-01-10T18:11:18.000Z,19,21,0.0,Despejado,12,Madrid,22 de octubre 2021
recvdMF08vWBbe7tY,2024-01-10T18:14:57.000Z,20,14,11.7,Ligeras precipitaciones,15,A Coruña,18 de septiembre 2023
recvfWckzVYN9dapj,2024-01-10T18:12:57.000Z,14,27,4.0,Llovizna,11,A Coruña,22 de marzo 2023
recvggbKC0sAj2Kg1,2024-01-10T18:15:32.000Z,11,25,18.6,Ligeras precipitaciones,9,A Coruña,10 de noviembre 2019
recvh6oS4Xluti3EP,2024-01-10T18:11:04.000Z,30,10,0.0,Despejado,20,Madrid,30 de septiembre 2023
recvhn5kdZdJiq3vC,2024-01-10T18:15:33.000Z,18,29,1.0,Nublado,15,A Coruña,12 de noviembre 2023
recvhoQ3asaERM3hR,2024-01-10T18:14:14.000Z,31,26,0.1,Lluvia moderada a intervalos,21,A Coruña,14 de julio 2022
recvjWiHGDjGgdQ4Y,2024-01-10T18:07:57.000Z,17,10,0.0,Parcialmente nublado,13,Málaga,21 de diciembre 2020
recvmEAmCfu1vjTY3,2024-01-10T18:12:18.000Z,13,22,3.5,Ligeras precipitaciones,12,A Coruña,20 de enero 2023
recvnfzrazb2GUUID,2024-01-10T18:06:00.000Z,25,10,0.0,Parcialmente nublado,18,Málaga,26 de junio 2019
recvopq0SvbCz2dJx,2024-01-10T18:11:24.000Z,16,40,4.0,Ligeras precipitaciones,13,Madrid,30 de octubre 2021
recvovRPeozAmqWLv,2024-01-10T18:15:10.000Z,20,6,0.0,Parcialmente nublado,15,A Coruña,7 de octubre 2019
recvpIhoR3fKSuhnD,2024-01-10T18:14:34.000Z,23,20,0.0,Despejado,14,A Coruña,14 de agosto 2022
recvpNSvTTjIvubsL,2024-01-10T18:07:24.000Z,22,18,0.5,Lluvia moderada a intervalos,19,Málaga,1 de noviembre 2019
recvqbKcCFIAT4Vcy,2024-01-10T18:15:40.000Z,17,8,0.0,Parcialmente nublado,11,A Coruña,22 de noviembre 2020
recvrDpPTa4pR4Jbb,2024-01-10T18:15:18.000Z,16,21,12.3,Lluvias fuertes o moderadas,14,A Coruña,18 de octubre 2019
recvrMNUffyb2KqKe,2024-01-10T18:15:40.000Z,11,41,0.8,Ligeras precipitaciones,10,A Coruña,23 de noviembre 2021
recvru8jlC5UI3RkR,2024-01-10T18:08:45.000Z,11,29,0.8,Parcialmente nublado,5,Madrid,4 de marzo 2022
recvsMUzhjoWp9zGb,2024-01-10T18:12:02.000Z,5,31,0.0,Cielo cubierto,2,Madrid,27 de diciembre 2020
recvsyfyaa7xpdq9U,2024-01-10T18:07:51.000Z,17,22,1.7,Lluvias ligeras a intervalos,12,Málaga,13 de diciembre 2023
recvtO8d5zrYnFyDQ,2024-01-10T18:13:01.000Z,14,22,0.0,Parcialmente nublado,6,A Coruña,27 de marzo 2020
recvuHvAmW8uGbapv,2024-01-10T18:09:14.000Z,21,13,0.1,Parcialmente nublado,8,Madrid,16 de abril 2019
recvumYggrOz6j5wd,2024-01-10T18:04:23.000Z,21,16,0.0,Parcialmente nublado,12,Málaga,2 de febrero 2021
recvwshXb7TYBgQ94,2024-01-10T18:07:59.000Z,17,9,0.0,Despejado,10,Málaga,25 de diciembre 2023
recvxm3uGAjMydYVZ,2024-01-10T18:04:04.000Z,16,7,0.0,Despejado,11,Málaga,8 de enero 2019
recvxyyRDSh3hmZmH,2024-01-10T18:14:10.000Z,27,33,0.0,Despejado,15,A Coruña,8 de julio 2022
recvyYPFDgL4BYiNb,2024-01-10T18:08:53.000Z,15,29,0.0,Cielo cubierto,9,Madrid,17 de marzo 2023
recvyZDeizzB21zWV,2024-01-10T18:05:36.000Z,24,9,0.0,Parcialmente nublado,18,Málaga,21 de mayo 2021
recvz0QMvdNGqVaG3,2024-01-10T18:15:52.000Z,10,24,0.6,Ligeras precipitaciones,7,A Coruña,10 de diciembre 2022
recvzXNIxB3HADdaL,2024-01-10T18:15:31.000Z,11,30,19.3,Lluvias fuertes o moderadas,10,A Coruña,7 de noviembre 2019
recvzXZBxlygvS7ye,2024-01-10T18:15:07.000Z,21,8,0.0,Despejado,14,A Coruña,4 de octubre 2022
recw09m7SJZb4SjWd,2024-01-10T18:04:03.000Z,9,26,24.0,Lluvia moderada,5,Málaga,6 de enero 2021
recw0KeRgOFgYEHli,2024-01-10T18:11:28.000Z,12,17,0.1,Lluvia moderada a intervalos,7,Madrid,6 de noviembre 2023
recw0ecieJ1DoOUMO,2024-01-10T18:13:25.000Z,13,14,0.0,Nublado,6,A Coruña,3 de mayo 2021
recw0fHx9P0d0iOXQ,2024-01-10T18:07:46.000Z,13,29,0.9,Llovizna,9,Málaga,4 de diciembre 2020
recw0lP1VaiWlMJhq,2024-01-10T18:04:35.000Z,20,9,0.0,Despejado,12,Málaga,22 de febrero 2022
recw1YiYmG5Qxfx5y,2024-01-10T18:14:24.000Z,22,22,0.2,Lluvia moderada a intervalos,16,A Coruña,29 de julio 2022
recw1ZEmW8swasek6,2024-01-10T18:13:13.000Z,16,31,0.0,Parcialmente nublado,9,A Coruña,15 de abril 2021
recw2UuJ67ByJih3Z,2024-01-10T18:04:59.000Z,14,17,1.8,Ligeras precipitaciones,10,Málaga,28 de marzo 2020
recw3O9p2XJoFOLc3,2024-01-10T18:14:24.000Z,23,14,3.7,Ligeras precipitaciones,17,A Coruña,29 de julio 2023
recw6PlfJ0lVandjx,2024-01-10T18:07:06.000Z,24,10,0.0,Despejado,20,Málaga,5 de octubre 2022
recw6ox2LvCWQwBnf,2024-01-10T18:13:30.000Z,23,23,0.0,Despejado,11,A Coruña,8 de mayo 2022
recw6uylMcft6KKOI,2024-01-10T18:13:14.000Z,17,11,0.0,Cielo cubierto,11,A Coruña,16 de abril 2022
recw8AuyNDFxPZUt4,2024-01-10T18:13:03.000Z,19,31,3.1,Ligeras precipitaciones,13,A Coruña,29 de marzo 2023
recw8OGWFWTYy0CHp,2024-01-10T18:09:24.000Z,15,23,1.2,Lluvia moderada a intervalos,9,Madrid,1 de mayo 2021
recw8VOUf3UwGpFIn,2024-01-10T18:15:48.000Z,12,27,1.6,Ligeras precipitaciones,10,A Coruña,5 de diciembre 2021
recw8v99YlaO9BAxx,2024-01-10T18:13:12.000Z,15,10,0.0,Nublado,7,A Coruña,12 de abril 2019
recwBOG2v2uvh4dzQ,2024-01-10T18:07:57.000Z,20,13,0.0,Despejado,13,Málaga,22 de diciembre 2022
recwBlDcTluOzJhDC,2024-01-10T18:10:06.000Z,37,18,0.0,Despejado,21,Madrid,4 de julio 2023
recwClbYe0MBDu3x6,2024-01-10T18:04:50.000Z,18,8,0.3,Nublado,13,Málaga,15 de marzo 2020
recwDrFECdD1ECO1I,2024-01-10T18:10:36.000Z,33,22,0.0,Cielo cubierto,22,Madrid,18 de agosto 2023
